Article name,SCIP number,Identifier,SVHC contained:,CAS:,ROHS Exemption:,Last Updated
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,153193,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,153194,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,153195,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186179,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186180,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186181,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186182,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186183,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186184,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186185,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186186,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186187,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186188,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186189,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186190,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186191,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186192,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186193,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186194,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186195,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186196,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186197,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186198,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186209,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186210,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186211,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,186212,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,190673,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,190674,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,190675,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,8072370,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,8072386,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Push-in Y-fitting QSY-*/QSYL-*/QSYLV-*,37f3afe1-f78e-426f-9ed8-bf3a35160bae,8072401,Lead,7439-92-1,Lead (Exception 6c),2022-10-28
Input/output module CP-*,d497aab1-e5f4-4d85-85d2-ee4f06216828,538787,Lead,7439-92-1,Lead (Exception 7c1),2022-10-28
Input/output module CP-*,d497aab1-e5f4-4d85-85d2-ee4f06216828,538788,Lead,7439-92-2,Lead (Exception 7c1),2022-10-28
Input/output module CP-*,d497aab1-e5f4-4d85-85d2-ee4f06216828,538789,Lead,7439-92-3,Lead (Exception 7c1),2022-10-28
Input/output module CP-*,d497aab1-e5f4-4d85-85d2-ee4f06216828,538790,Lead,7439-92-4,Lead (Exception 7c1),2022-10-28
M/val. transd. DADE-MVC-*,799f3c73-f3ee-40b1-a8aa-1645e7ca4a4f,542117,Lead,7439-92-5,Lead (Exception 7c1),2022-10-28
M/val. transd. DADE-MVC-*,799f3c73-f3ee-40b1-a8aa-1645e7ca4a4f,542118,Lead,7439-92-6,Lead (Exception 7c1),2022-10-28
AS-i module ASI-*,cdef53fb-d073-4ecd-b622-4ea5347cc252,542124,Lead,7439-92-7,Lead (Exception 7c1),2022-10-28
AS-i module ASI-*,cdef53fb-d073-4ecd-b622-4ea5347cc252,542125,Lead,7439-92-8,Lead (Exception 7c1),2022-10-28
Sensor interface CASM-S-*,6f33aa5c-e398-461c-b250-90ff7a2db2d1,549292,Lead,7439-92-9,Lead (Exception 7c1),2022-10-28
Sensor interface CASM-S-*,6f33aa5c-e398-461c-b250-90ff7a2db2d1,558387,Lead,7439-92-10,Lead (Exception 7c1),2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,550857,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,550858,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,550859,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,550860,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,550861,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,1465676,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,1465677,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,1465679,Lead,7439-92-10,"6a, 6b",2022-10-28
Butterfly valve VZAB-C16-*/VZSA-ML-*,3a8b9035-9fa6-43f6-bbe3-99ae10bb7f51,1465681,Lead,7439-92-10,"6a, 6b",2022-10-28
Adapter plate-SET DAVS-Q7-*,1c0d081f-3847-49b6-b6be-13e388e3ad76,1658405,Lead,7439-92-10,"6a, 6b",2022-10-28
Adapter plate-SET DAVS-Q7-*,1c0d081f-3847-49b6-b6be-13e388e3ad76,1667617,Lead,7439-92-10,"6a, 6b",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562758,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562759,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562760,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562761,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562762,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562763,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562764,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562765,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562766,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562767,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562768,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562769,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562770,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562771,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562772,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562773,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562774,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562775,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562776,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562777,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562778,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562779,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562780,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562781,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562782,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562783,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562784,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562785,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562786,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562787,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562788,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562789,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562790,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562791,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562792,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562793,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562794,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,562795,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,593620,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,595652,Lead,7439-92-10,"6b, 6c",2022-10-28
Electrical slide EGSK-*,cf4cc111-85ce-4ab8-89ae-bedf4345c9b0,595653,Lead,7439-92-10,"6b, 6c",2022-10-28
Clamping cartridge KP-*,76e0bbc5-476f-48b9-8166-355447ac0984,541620,Lead,7439-92-10,"6b, 6c",2022-10-28
Clamping cartridge KP-*,76e0bbc5-476f-48b9-8166-355447ac0984,548352,Lead,7439-92-10,"6b, 6c",2022-10-28
Clamping cartridge KP-*,76e0bbc5-476f-48b9-8166-355447ac0984,548353,Lead,7439-92-10,"6b, 6c",2022-10-28
Clamping cartridge KP-*,76e0bbc5-476f-48b9-8166-355447ac0984,562512,Lead,7439-92-10,"6b, 6c",2022-10-28
Clamping cartridge KP-*,76e0bbc5-476f-48b9-8166-355447ac0984,8046818,Lead,7439-92-10,"6b, 6c",2022-10-28
Illuminating seal MC-*/MEB-*/MF-*/MV-*,852c209b-211e-486b-867c-187541310146,19143,Lead,7439-92-10,"6c, 7c1",2022-10-28
Illuminating seal MC-*/MEB-*/MF-*/MV-*,852c209b-211e-486b-867c-187541310146,19145,Lead,7439-92-10,"6c, 7c1",2022-10-28
Illuminating seal MC-*/MEB-*/MF-*/MV-*,852c209b-211e-486b-867c-187541310146,35558,Lead,7439-92-10,"6c, 7c1",2022-10-28
Illuminating seal MC-*/MEB-*/MF-*/MV-*,852c209b-211e-486b-867c-187541310146,151717,Lead,7439-92-10,"6c, 7c1",2022-10-28
"Push-in L-fitting, long QSMLL-M3-*",bc97663c-2a0a-4541-b6c5-c05c7a066927,133011,Lead,7439-92-10,"6a, 6c",2022-10-28
"Push-in L-fitting, long QSMLL-M3-*",bc97663c-2a0a-4541-b6c5-c05c7a066927,133032,Lead,7439-92-10,"6a, 6c",2022-10-28
"Push-in L-fitting, long QSMLL-M3-*",bc97663c-2a0a-4541-b6c5-c05c7a066927,153337,Lead,7439-92-10,"6a, 6c",2022-10-28
"Push-in L-fitting, long QSMLL-M3-*",bc97663c-2a0a-4541-b6c5-c05c7a066927,153338,Lead,7439-92-10,"6a, 6c",2022-10-28
Push-in L-fitting. QSML-M3-*,7f30a804-ad11-4e1b-9e00-0b8ae33ac9be,130769,Lead,7439-92-10,"6a, 6c",2022-10-28
Push-in L-fitting. QSML-M3-*,7f30a804-ad11-4e1b-9e00-0b8ae33ac9be,133030,Lead,7439-92-10,"6a, 6c",2022-10-28
Push-in L-fitting. QSML-M3-*,7f30a804-ad11-4e1b-9e00-0b8ae33ac9be,133198,Lead,7439-92-10,"6a, 6c",2022-10-28
Push-in L-fitting. QSML-M3-*,7f30a804-ad11-4e1b-9e00-0b8ae33ac9be,153330,Lead,7439-92-10,"6a, 6c",2022-10-28
Push-in L-fitting. QSML-M3-*,7f30a804-ad11-4e1b-9e00-0b8ae33ac9be,153332,Lead,7439-92-10,"6a, 6c",2022-10-28
Push-in L-fitting. QSML-M3-*,7f30a804-ad11-4e1b-9e00-0b8ae33ac9be,568798,Lead,7439-92-10,"6a, 6c",2022-10-28
Solenoid coil MSN1G-*/MSN1W-*,291a8a7e-6c05-4602-8e73-091e4c62417b,123060,Lead,7439-92-10,"6a, 6c",2022-10-28
Solenoid coil MSN1G-*/MSN1W-*,291a8a7e-6c05-4602-8e73-091e4c62417b,123061,Lead,7439-92-10,"6a, 6c",2022-10-28
Solenoid coil MSN1G-*/MSN1W-*,291a8a7e-6c05-4602-8e73-091e4c62417b,123062,Lead,7439-92-10,"6a, 6c",2022-10-28
Solenoid coil MSN1G-*/MSN1W-*,291a8a7e-6c05-4602-8e73-091e4c62417b,170152,Lead,7439-92-10,"6a, 6c",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059804,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059805,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059806,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059807,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059808,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059809,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059810,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059811,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid coil VACF-B-K1-*,73fc2323-8d1f-478c-8c12-dd35b1aa15b7,8059812,Lead,7439-92-10,"6c, 7a, 7c1",2022-10-28
Solenoid valve MODH-3/2-24V DC-SA,472dd57d-a733-4b9c-9c91-572ef3c3274a,155798,Lead,7439-92-10,"6a, 6c",2022-10-28
Mini guided drive. DFC-4-*,9644898c-da6e-402d-8518-f453b99063f6,189452,Lead,7439-92-10,"6a, 6c",2022-10-28
Mini guided drive. DFC-4-*,9644898c-da6e-402d-8518-f453b99063f6,189453,Lead,7439-92-10,"6a, 6c",2022-10-28
Mini guided drive. DFC-4-*,9644898c-da6e-402d-8518-f453b99063f6,189454,Lead,7439-92-10,"6a, 6c",2022-10-28
Mini guided drive. DFC-4-*,9644898c-da6e-402d-8518-f453b99063f6,189479,Lead,7439-92-10,"6a, 6c",2022-10-28
Motor cable KMTR-DC-SUB-15-M12-*,f3ca2c00-9931-4414-812a-917ce99a16f1,8041378,Lead,7439-92-10,"6a, 6c",2022-10-28
Motor cable KMTR-DC-SUB-15-M12-*,f3ca2c00-9931-4414-812a-917ce99a16f1,8041381,Lead,7439-92-10,"6a, 6c",2022-10-28
Hydraulic cushioning cylinder DYHR-*,409f968a-5271-49f7-9461-647b9396b098,1155692,Lead,7439-92-10,"6a, 6b",2022-10-28
Hydraulic cushioning cylinder DYHR-*,409f968a-5271-49f7-9461-647b9396b098,1155693,Lead,7439-92-10,"6a, 6b",2022-10-28
Hydraulic cushioning cylinder DYHR-*,409f968a-5271-49f7-9461-647b9396b098,1155694,Lead,7439-92-10,"6a, 6b",2022-10-28
Hydraulic cushioning cylinder DYHR-*,409f968a-5271-49f7-9461-647b9396b098,1155696,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533417,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533418,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533419,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533420,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533421,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533422,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533423,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533424,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533425,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533426,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533427,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533428,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533429,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533430,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533431,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533432,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533433,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533434,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533435,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533436,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533437,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533438,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533439,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533440,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533441,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533442,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533443,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533444,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533445,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533446,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533447,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533448,Lead,7439-92-10,"6a, 6b",2022-10-28
Semi-rotary drive DAPS-*/ DFPD-*/ DFPD-N-*,2e6390f5-842c-4ffa-8e11-888aaa081ff5,533449,Lead,7439-92-10,"6a, 6b",2022-10-28
